name	imgurl	center_x	center_y	mouth_left_x	mouth_left_y	eye_right_x	eye_right_y	eye_left_x	eye_left_y	nose_x	nose_y	contour_chin_x	contour_chin_y	contour_left1_x	contour_left1_y	contour_left2_x	contour_left2_y	contour_left3_x	contour_left3_y	contour_left4_x	contour_left4_y	contour_left5_x	contour_left5_y	contour_left6_x	contour_left6_y	contour_left7_x	contour_left7_y	contour_left8_x	contour_left8_y	contour_left9_x	contour_left9_y	contour_right1_x	contour_right1_y	contour_right2_x	contour_right2_y	contour_right3_x	contour_right3_y	contour_right4_x	contour_right4_y	contour_right5_x	contour_right5_y	contour_right6_x	contour_right6_y	contour_right7_x	contour_right7_y	contour_right8_x	contour_right8_y	contour_right9_x	contour_right9_y	left_eye_bottom_x	left_eye_bottom_y	left_eye_center_x	left_eye_center_y	left_eye_left_corner_x	left_eye_left_corner_y	left_eye_lower_left_quarter_x	left_eye_lower_left_quarter_y	left_eye_lower_right_quarter_x	left_eye_lower_right_quarter_y	left_eye_pupil_x	left_eye_pupil_y	left_eye_right_corner_x	left_eye_right_corner_y	left_eye_top_x	left_eye_top_y	left_eye_upper_left_quarter_x	left_eye_upper_left_quarter_y	left_eye_upper_right_quarter_x	left_eye_upper_right_quarter_y	left_eyebrow_left_corner_x	left_eyebrow_left_corner_y	left_eyebrow_lower_left_quarter_x	left_eyebrow_lower_left_quarter_y	left_eyebrow_lower_middle_x	left_eyebrow_lower_middle_y	left_eyebrow_lower_right_quarter_x	left_eyebrow_lower_right_quarter_y	left_eyebrow_right_corner_x	left_eyebrow_right_corner_y	left_eyebrow_upper_left_quarter_x	left_eyebrow_upper_left_quarter_y	left_eyebrow_upper_middle_x	left_eyebrow_upper_middle_y	left_eyebrow_upper_right_quarter_x	left_eyebrow_upper_right_quarter_y	mouth_left_corner_x	mouth_left_corner_y	mouth_lower_lip_bottom_x	mouth_lower_lip_bottom_y	mouth_lower_lip_left_contour1_x	mouth_lower_lip_left_contour1_y	mouth_lower_lip_left_contour2_x	mouth_lower_lip_left_contour2_y	mouth_lower_lip_left_contour3_x	mouth_lower_lip_left_contour3_y	mouth_lower_lip_right_contour1_x	mouth_lower_lip_right_contour1_y	mouth_lower_lip_right_contour2_x	mouth_lower_lip_right_contour2_y	mouth_lower_lip_right_contour3_x	mouth_lower_lip_right_contour3_y	mouth_lower_lip_top_x	mouth_lower_lip_top_y	mouth_right_corner_x	mouth_right_corner_y	mouth_upper_lip_bottom_x	mouth_upper_lip_bottom_y	mouth_upper_lip_left_contour1_x	mouth_upper_lip_left_contour1_y	mouth_upper_lip_left_contour2_x	mouth_upper_lip_left_contour2_y	mouth_upper_lip_left_contour3_x	mouth_upper_lip_left_contour3_y	mouth_upper_lip_right_contour1_x	mouth_upper_lip_right_contour1_y	mouth_upper_lip_right_contour2_x	mouth_upper_lip_right_contour2_y	mouth_upper_lip_right_contour3_x	mouth_upper_lip_right_contour3_y	mouth_upper_lip_top_x	mouth_upper_lip_top_y	nose_contour_left1_x	nose_contour_left1_y	nose_contour_left2_x	nose_contour_left2_y	nose_contour_left3_x	nose_contour_left3_y	nose_contour_lower_middle_x	nose_contour_lower_middle_y	nose_contour_right1_x	nose_contour_right1_y	nose_contour_right2_x	nose_contour_right2_y	nose_contour_right3_x	nose_contour_right3_y	nose_left_x	nose_left_y	nose_right_x	nose_right_y	nose_tip_x	nose_tip_y	right_eye_bottom_x	right_eye_bottom_y	right_eye_center_x	right_eye_center_y	right_eye_left_corner_x	right_eye_left_corner_y	right_eye_lower_left_quarter_x	right_eye_lower_left_quarter_y	right_eye_lower_right_quarter_x	right_eye_lower_right_quarter_y	right_eye_pupil_x	right_eye_pupil_y	right_eye_right_corner_x	right_eye_right_corner_y	right_eye_top_x	right_eye_top_y	right_eye_upper_left_quarter_x	right_eye_upper_left_quarter_y	right_eye_upper_right_quarter_x	right_eye_upper_right_quarter_y	right_eyebrow_left_corner_x	right_eyebrow_left_corner_y	right_eyebrow_lower_left_quarter_x	right_eyebrow_lower_left_quarter_y	right_eyebrow_lower_middle_x	right_eyebrow_lower_middle_y	right_eyebrow_lower_right_quarter_x	right_eyebrow_lower_right_quarter_y	right_eyebrow_right_corner_x	right_eyebrow_right_corner_y	right_eyebrow_upper_left_quarter_x	right_eyebrow_upper_left_quarter_y	right_eyebrow_upper_middle_x	right_eyebrow_upper_middle_y	right_eyebrow_upper_right_quarter_x	right_eyebrow_upper_right_quarter_y	mouth_right_x	mouth_right_y
Che Guevara (1928 - 1967)	http://www.bbc.co.uk/staticarchive/7761e8fa1fbb946755d4332b872c972a9f131692.jpg	59.926471	31.621622	51.312353	39.935135	67.54875	26.83373	52.041471	26.761189	64.413824	34.830541	59.214779	49.527351	36.488971	27.212324	35.472279	30.635189	35.777721	34.135568	36.548456	37.482595	38.271912	40.751568	41.472426	43.588649	45.052132	46.108162	49.477353	48.061514	54.23375	49.498811	71.538676	26.674	70.873088	29.511405	70.246544	32.591514	69.572941	35.280541	68.241029	37.885459	66.762132	40.300919	65.588603	42.944054	64.191029	45.808486	62.707574	47.920216	52.795294	27.644378	52.585735	26.763838	48.25375	27.132595	50.400735	27.448595	54.379191	27.343297	52.497279	26.484486	56.021103	27.114216	52.777941	25.878324	50.610809	26.239676	54.550588	26.028757	43.211838	25.318757	47.329779	24.707243	51.622353	24.659838	55.168309	25.189946	59.054044	25.556054	47.145147	23.352757	51.74125	23.331514	55.438162	23.806486	51.222574	39.982378	60.786029	43.132757	56.339191	41.155784	54.079412	41.481243	56.90375	42.701405	63.450294	40.883135	64.70625	41.033297	63.168603	42.416216	60.749559	41.523568	65.747279	40.128108	61.186985	41.160811	59.561471	40.098973	55.484779	40.028595	56.619853	40.753027	62.953162	40.014432	64.804265	39.541405	63.914926	40.597027	61.155147	40.283622	59.764559	27.185514	58.356691	32.582703	59.674412	36.197514	63.356029	36.830162	63.587721	27.211135	65.457206	32.500486	65.769118	36.298703	55.981324	34.893946	66.887206	35.042595	65.211765	34.767459	68.210221	27.868378	68.250294	26.825892	64.391618	27.205622	66.223088	27.487838	70.073235	27.440703	67.986029	26.646919	70.782574	26.984757	68.303456	25.886595	66.741103	26.164757	69.950515	26.107135	65.718309	25.126811	68.642794	25.05973	70.789044	24.67627	72.491324	24.619081	73.153162	25.002541	68.520074	23.942865	70.585	23.287243	72.782721	23.225081	65.359779	40.187297
Edmond Halley (1656 - 1742)	http://www.bbc.co.uk/staticarchive/42fa489e817c6bba0772c671a599f28f3d6f0d53.jpg	59.558824	35.675676	53.133309	43.711514	67.840294	29.458324	50.318603	29.079297	62.761838	37.562595	62.465368	53.069135	36.155147	29.35373	36.152059	33.050919	37.064706	36.715459	37.960147	40.555351	39.526544	43.891297	42.658235	46.625081	46.334044	49.549243	51.271471	51.483297	56.825441	52.577622	75.6125	29.695784	76.35	33.113405	75.944118	36.580919	75.686765	39.560486	75.181618	42.469946	74.206618	45.299622	72.561985	48.062486	70.099338	50.354811	66.643824	52.19173	50.76375	30.187405	50.554485	29.018162	46.360147	29.113189	48.174485	29.831459	52.865074	29.881081	50.073824	28.794973	55.032721	29.571838	50.632426	27.732865	48.225588	28.199676	52.665368	28.276432	42.558382	27.345297	45.624485	26.388649	49.369632	25.647838	52.67125	25.70773	55.782794	25.873351	44.9875	24.826541	49.039338	24.001892	52.519632	24.385027	52.748235	43.831622	61.516765	45.130757	57.132353	43.523405	55.515368	44.577135	58.835368	45.028324	64.348162	43.843081	65.273971	44.441081	63.476103	44.950162	61.54125	43.663838	66.953676	44.37173	61.726691	43.260919	59.840882	41.922865	55.827941	42.331297	57.795515	43.031622	63.731397	42.210595	65.839412	42.918703	64.752721	43.539622	61.855588	42.353946	57.462353	29.370162	56.702059	35.360162	58.437132	39.574541	62.231618	39.949243	62.431838	29.380757	65.015368	35.493189	65.060588	39.500378	55.410368	37.995243	66.812868	37.944865	62.782941	37.942973	68.489559	30.520811	68.166103	29.379027	63.636029	29.489243	65.953603	30.354649	70.389926	30.122	67.452941	29.196216	71.850809	29.538162	68.06	28.18827	66.033529	28.574486	70.07	28.514054	63.0825	25.970649	66.174779	25.985568	68.890735	26.135784	71.508015	26.800649	73.260221	27.926703	66.049779	24.674919	68.930294	24.361676	72.126838	25.423892	66.691176	43.955459
Arthur 'Bomber' Harris (1892 - 1984)	http://www.bbc.co.uk/staticarchive/d1204b2b401522f6946f06b47cd9a0d08af34017.jpg	58.088235	27.027027	51.130441	33.910432	64.165588	22.199892	50.244118	21.411351	58.452279	28.492595	56.420147	40.806757	38.247721	20.436703	38.338897	23.62173	38.930368	26.53627	39.577059	29.830216	40.561838	32.329135	42.293309	34.810432	45.023235	37.304757	48.531324	39.243243	52.526029	40.673946	71.265	22.877135	70.378088	25.206595	69.548456	28.088649	69.007279	30.491514	68.286471	32.931568	67.019926	35.320649	65.53875	37.486	63.323015	39.182919	60.688235	40.383514	49.816838	22.259568	49.797647	21.379189	46.402868	21.135838	47.886985	21.964757	51.488676	22.118757	49.447206	21.085892	53.221397	21.815568	50.005147	20.444541	48.100147	20.639243	51.488235	20.84827	44.433088	18.941838	46.673676	18.876973	49.264632	18.951568	51.683309	19.340865	54.125588	19.654973	46.52	17.822541	49.411029	17.875622	51.847279	18.511297	51.043162	33.989027	57.030588	35.394649	54.073235	34.326757	52.621985	34.612162	54.524485	35.236432	59.857647	34.467514	60.713676	34.832216	58.917132	35.325189	57.295294	34.64427	61.961544	34.176	57.411691	34.588811	55.865515	33.629459	53.546544	33.903189	54.567206	34.195405	58.731912	33.646378	60.535956	33.779622	59.913088	34.449622	57.45375	33.933838	55.815147	22.129838	54.366397	26.722378	55.361397	30.192486	57.993309	30.770865	60.227868	22.319081	61.009632	26.928	60.174853	30.279838	53.058971	28.989351	61.674559	29.424919	58.442721	28.78173	64.462132	23.160541	64.405	22.241027	61.189853	22.183027	62.656103	22.739189	66.024265	23.022757	64.304706	21.933243	67.147426	22.591135	64.546838	21.381081	62.881397	21.427676	65.859118	21.714811	61.670809	20.30027	64.150882	20.377568	66.129338	20.404	68.172206	20.516378	69.308162	21.020162	63.859338	19.520486	66.215294	19.259514	68.681912	19.562541	61.864779	34.215243
William Harvey (1578 - 1657)	http://www.bbc.co.uk/staticarchive/c1af31d21f5f61f32270037db1063da4720b6767.jpg	39.338235	28.918919	32.584118	39.070811	51.13	23.620108	33.332426	23.849297	34.830515	30.503243	35.759265	50.542324	28.246838	24.056432	27.575368	26.446973	27.163824	29.529838	27.340294	32.656919	27.436471	35.913838	28.459044	39.196919	29.445588	42.541081	30.966912	46.148216	33.261397	48.689081	68.82	23.555189	68.0325	27.755459	67.151691	32.723351	65.842794	36.949946	63.084412	40.63627	59.004412	43.871838	54.265956	46.228486	48.641324	48.107946	42.614265	49.931135	33.203088	24.869081	33.134044	23.718	30.319779	23.897838	31.538971	24.444162	34.763897	24.739676	34.055294	23.459784	36.773088	24.008811	32.962647	22.531892	31.31375	22.772	35.021838	22.951027	28.294779	20.393676	29.717941	20.026865	32.204265	19.969189	34.120809	20.122973	36.494191	19.820595	29.403603	18.442757	32.162574	18.196541	34.295588	18.574919	31.723456	38.557838	35.562132	41.616973	34.064265	38.93173	32.345	39.843243	33.613676	41.092865	40.439926	39.140757	42.652353	40.230757	38.715368	41.287459	36.113162	39.403784	45.953088	39.228486	36.398971	38.410919	34.125662	36.949946	32.240147	37.505027	34.384191	38.286108	38.180662	36.937459	41.872868	37.732054	40.951765	38.530865	36.399412	36.939568	37.712721	23.380811	33.243897	28.824649	34.006838	32.764162	35.989632	33.268216	42.720735	23.407081	41.817647	29.234541	39.461985	32.997243	32.6375	31.579243	43.557941	32.196595	34.061985	30.462324	50.559706	24.742757	50.555368	23.531568	46.048529	23.542757	47.772941	24.419297	53.072647	24.358486	51.493824	23.292919	54.660147	23.726595	50.515882	22.389892	48.598456	22.545081	52.812721	22.733946	43.634412	18.551081	47.333603	18.963243	51.110515	19.083676	54.872206	19.348865	58.072279	20.432486	47.587721	17.140973	51.609926	17.131676	55.816618	18.071676	47.588529	39.318108
Edward Heath (1916 - 2005)	http://www.bbc.co.uk/staticarchive/ea0bebb4ca1ddfca7486e672a7f2adefb117ae23.jpg	60.661765	38.108108	43.934926	49.852054	73.087794	31.833189	50.210368	30.033784	68.877132	39.843568	58.711544	67.785946	32.561471	29.873189	30.567574	35.062757	30.631397	40.098541	29.906691	46.087027	30.440147	51.808162	33.825588	56.678919	38.45625	61.288108	46.173382	64.901081	51.901985	67.117297	84.369118	33.338216	84.397059	37.745081	84.905147	42.971676	84.558088	47.976324	82.598529	52.870108	79.648529	57.975135	76.699265	61.408649	72.783676	64.502162	66.910294	66.567568	49.792206	31.167081	49.759632	30.069405	44.318088	30.284378	46.914044	30.646649	52.471691	30.967027	51.156471	30.160108	54.349338	31.174865	49.835441	28.824432	47.152279	29.311405	52.392132	29.499892	41.491618	27.213081	44.51	25.795838	48.318529	24.795297	52.806912	25.580541	56.235735	26.273189	43.313382	24.296757	48.205368	22.713297	53.286912	23.648541	48.079632	50.270973	60.302353	55.471351	52.965809	51.604432	50.126471	52.974703	54.384118	54.657838	66.720515	52.481892	68.880662	53.848919	64.947721	55.092973	60.754779	52.400378	71.230294	52.363351	60.957721	49.69027	58.326103	47.275892	51.008676	47.843081	53.969338	48.771676	64.154191	47.722486	68.665662	49.149459	66.780588	50.215189	61.28	47.490324	59.526471	31.435459	56.085515	36.786378	57.483824	42.564216	62.723235	43.675297	66.127206	32.045297	68.163676	37.342865	66.681912	43.226324	53.225294	40.152595	70.213382	41.360865	64.240294	38.787405	73.894853	33.02773	74.131618	31.937946	68.668015	31.704054	71.164926	32.521135	76.424265	33.062486	75.103676	31.873405	78.277206	33.391838	74.527206	30.605297	71.751544	30.819838	77.025735	31.591351	67.189191	27.23027	71.905294	27.202757	74.896324	27.177838	78.052941	28.262811	80.065441	29.635459	71.362794	25.463081	75.367647	25.214324	79.294118	26.834811	71.793897	52.358541
Henry VI (1421 - 1471)	http://www.bbc.co.uk/staticarchive/066581f929b358e0b7dc2435e742df61d627c87a.jpg	40.57377	39.666667	32.137131	50.819667	47.980246	30.518333	28.461803	30.537867	31.561066	41.815733	37.123852	65.786333	23.751721	30.037533	24.135984	34.886133	23.522377	39.079	24.583934	43.2134	25.713115	47.6162	27.132541	51.527	28.534262	55.976067	30.869344	59.745667	33.837377	63.453933	67.384672	31.127733	67.168033	36.724067	67.656311	42.2018	67.105656	47.049133	65.208361	52.0994	61.421393	56.392333	56.060902	59.7388	50.902213	62.689	44.918115	64.742467	27.60959	32.189533	27.943934	30.5172	25.843115	30.7672	26.062951	31.571467	30.012787	31.783267	27.409672	30.435133	32.177049	31.233867	27.703607	28.8636	26.271393	29.1034	30.003115	29.592067	23.831066	25.1872	24.928033	24.9368	27.648689	25.069533	29.649344	25.438267	32.269016	25.859	24.788443	23.9976	27.413115	23.618933	29.722869	24.2232	31.88041	51.196267	34.307295	55.025267	33.429098	52.1282	32.450738	52.860067	33.025492	54.333467	38.017787	52.814667	40.524344	53.6708	37.451475	54.889133	34.909508	52.716667	42.910984	52.3386	34.91623	51.6978	32.861803	50.038067	31.673525	50.539133	33.141557	51.3442	36.46541	49.9134	39.293689	50.9896	38.329426	51.836733	34.951311	50.409533	34.003607	31.090333	31.147131	39.454667	31.922951	44.554067	34.443607	45.305133	38.76418	31.308333	38.64877	39.965067	37.675	45.074267	30.029016	43.153667	40.912131	44.056467	31.079918	42.074667	47.700574	32.514733	48.014426	30.7666	43.672213	31.4198	45.434672	31.9202	50.629836	32.0476	47.207705	30.318067	52.957459	31.048333	47.762951	29.088267	45.852131	29.453133	50.706557	29.5758	41.283525	25.2574	45.059672	25.041267	49.237459	24.560867	53.41459	25.110267	56.883197	26.517867	44.997131	23.324467	49.222295	22.838267	53.760984	23.634067	43.748607	52.4084
Heinrich Himmler (1900 - 1945)	http://www.bbc.co.uk/staticarchive/085cbe9343b86356a5040abfa254e0c1a4ab9e32.jpg	48.290598	43.567251	40.993162	56.768713	60.341111	35.549942	34.914188	36.928772	46.685983	47.465439	51.82906	68.17193	20.41906	37.555906	22.294872	42.177778	23.747778	46.080351	25.33359	50.374269	26.81359	54.54386	29.653675	58.778947	33.203846	62.388304	39.08641	65.145029	45.08812	67.420468	78.95188	34.896082	79.640855	39.573567	79.867778	44.320819	79.40265	49.209825	77.891709	54.121988	75.059402	58.085906	70.396239	61.694152	65.179487	64.980702	59.352564	67.02807	34.62812	38.031228	34.449658	36.730643	28.720085	37.184386	31.181453	37.688421	37.629573	37.521053	35.177436	36.507836	39.76359	37.09538	34.204872	35.495789	31.478547	35.968772	37.575299	35.678713	24.100684	34.65848	27.840256	34.058363	32.467094	33.263567	37.316581	33.502456	41.59735	33.023567	26.901795	32.041754	31.849744	31.104211	37.137778	31.35076	39.149231	57.114269	48.733162	58.692982	43.694444	57.267427	41.975043	58.034678	45.109829	58.694737	54.986068	56.769532	57.068291	57.313333	52.701111	58.36848	49.079658	57.163801	60.033932	56.252222	49.296068	57.132573	46.253333	56.111404	42.306068	56.754971	44.985556	56.873158	51.504103	55.693099	55.304188	55.885029	54.71641	56.575789	49.268974	56.316901	43.628034	36.787251	42.049744	45.349649	44.26	50.42655	47.795299	50.620234	49.890513	36.436842	52.656581	44.804795	52.428974	50.048421	40.638205	48.94848	55.890513	48.728655	47.231453	47.912105	60.469658	36.824035	60.338547	35.595497	54.322393	36.212281	56.949145	36.678655	64.07094	36.137895	61.311026	35.077661	66.691795	35.394678	60.235385	34.455789	57.097265	34.751637	63.208974	34.725088	51.463419	32.574912	56.193675	32.395848	60.511709	32.111754	65.469402	32.494444	69.506496	32.973275	55.416068	30.504269	60.212051	29.739942	65.830598	30.254211	60.449744	56.455614
Emperor Hirohito (1901-1989)	http://www.bbc.co.uk/staticarchive/b7adc4ba8ac25217466966f609ec921a1aaf4f21.jpg	54.779412	44.594595	48.754706	59.476216	69.419118	36.214973	44.829338	34.845135	61.467353	44.936757	58.300515	77.284865	20.601544	31.394432	21.03125	39.438865	21.589853	46.049784	22.478382	52.845027	24.874044	58.880541	28.585368	63.974054	34.549926	69.610811	40.995588	73.865405	47.396471	77.414595	85.930882	32.783784	84.307353	38.583189	83.355147	45.106649	82.447794	50.888649	81.205147	56.442703	79.352206	61.670811	74.764706	66.182703	70.181176	70.82	65.954338	74.985946	42.335441	33.43027	42.220074	31.234703	34.451985	31.893784	38.164265	32.705892	45.825074	33.239784	41.267721	30.714595	50.041471	32.925135	42.604338	28.547838	38.521765	29.518	45.869485	29.966324	29.301618	27.398162	34.064338	26.879351	40.312353	26.465676	45.473824	27.015027	50.387721	27.318108	33.549118	24.038865	40.152426	23.740703	45.531397	24.551189	45.252132	59.901081	57.839853	63.342162	51.285294	59.456757	48.891029	61.367027	52.838162	63.04973	64.982574	59.506486	67.013235	61.331351	62.889853	62.500541	58.130074	60.175135	68.749118	60.212973	59.083015	58.92973	55.418676	56.104324	49.560956	57.862703	52.713088	58.764324	62.159706	55.943784	66.860956	57.648108	64.743603	58.930811	59.206103	56.838378	54.853382	32.131514	51.1875	43.082757	54.531765	50.163405	60.105956	49.795297	61.587941	32.313784	65.358824	42.932	64.519706	49.692216	50.174853	48.506162	67.095	48.51227	60.493971	45.054	72.090956	33.468486	71.473235	31.634541	65.401838	32.424649	67.854265	32.888054	74.95	33.305351	71.615	31.088541	76.645588	32.573892	71.652868	29.714757	67.986765	30.126	74.304412	30.304486	65.063897	27.472595	69.899632	27.351297	74.488971	26.320811	78.634559	26.617081	82.292647	28.025081	69.221618	24.667622	74.361765	23.541081	79.147059	24.188216	67.393824	59.814054
Ho Chi Minh (1890-1969)	http://www.bbc.co.uk/staticarchive/ce9f9d6b5264ed7169af3b6d07bf23a764c9cc44.jpg	50.735294	46.486486	40.265662	62.08973	63.362279	38.651892	37.924485	39.642216	51.534412	52.231405	55.908235	76.261622	21.766912	39.859622	21.986691	45.426649	23.689485	50.469297	24.704779	55.711351	26.843015	60.742703	31.012279	65.273514	35.570147	69.592432	41.371618	73.014595	47.969779	75.778378	77.193382	38.586649	76.908088	43.456757	76.470588	49.336324	75.927941	54.404865	74.961029	59.177838	72.783897	63.832432	69.875662	68.479459	66.549191	72.417838	61.811324	75.51027	37.487059	40.950432	37.581471	39.713297	31.504191	39.685243	34.441912	40.548541	40.413309	40.971838	37.616471	39.327514	43.221691	40.340973	37.843824	38.242	34.70625	38.507243	40.596618	39.05973	26.755882	34.875892	31.11875	34.957676	35.723824	34.458108	39.878971	34.923189	44.171176	35.155459	30.457868	32.137027	35.178971	31.85573	39.940515	33.00373	41.516544	62.677297	52.555588	66.811351	48.001838	63.396757	44.658235	64.743243	48.300588	66.345405	58.345147	63.253514	61.229779	64.224865	57.010956	65.869189	52.830515	63.844865	63.361691	61.959459	53.550221	62.95027	50.400956	61.307568	45.841912	61.461622	47.857132	62.665405	55.948382	60.636757	60.196912	61.02973	58.467206	62.458919	53.424118	61.805946	47.566471	39.956919	46.054559	50.164324	48.047059	56.348108	53.294779	56.883243	54.776618	39.710649	57.834706	49.860973	57.081765	55.757297	43.769706	54.24	60.343529	53.790054	53.198382	53.749405	64.132353	40.364865	63.84125	38.930919	58.663235	39.578649	60.952647	40.146432	67.034926	39.703405	64.246985	38.513838	69.036176	38.773838	63.455147	37.451892	61.017353	38.056595	66.455074	37.862162	56.929191	34.839189	61.263309	34.232486	65.089118	34.195405	69.353897	33.909838	72.412279	34.388973	61.071618	32.630649	64.577353	31.227676	69.342794	31.474973	61.1425	59.817297
Thomas Hobbes (1588-1679)	http://www.bbc.co.uk/staticarchive/472d14ade72198a9620f2329d0dbc70f0a12ed52.jpg	41.290323	29.85782	34.825677	38.8991	48.510903	24.732607	32.972645	24.341991	35.504839	33.165261	38.847613	48.245498	28.464194	24.606919	28.026581	27.742322	28.187484	30.399384	28.506258	33.144645	28.932	36.166872	30.036903	38.632464	31.274839	41.487678	32.964	44.427441	35.567161	46.988768	63.606452	25.765877	63.313419	29.368626	62.779032	33.207109	62.045161	36.596635	60.451355	39.805782	57.738581	42.67782	53.673419	45.269526	48.497871	46.974171	43.835613	47.948341	33.065419	25.631848	33.177161	24.636351	30.340129	24.779526	31.272387	25.385118	34.640968	25.353081	34.095226	24.301374	36.611742	25.095355	33.371871	23.637251	31.750452	23.940995	34.962065	23.869905	29.12071	23.099858	30.302387	22.621706	32.123484	22.365118	33.927613	22.311706	35.777226	22.261611	29.795484	21.636635	31.777548	21.090142	33.704774	21.259668	32.552581	39.937536	37.742258	41.671327	35.516581	40.209479	33.894387	41.115592	36.338516	41.581327	41.798774	40.054218	43.742452	40.641517	40.301613	41.413981	37.722903	40.092701	46.389484	39.680095	37.651484	39.573744	35.70529	38.617346	33.538194	39.117204	35.008452	39.696682	38.985226	38.320948	42.386258	39.155355	41.439677	39.728104	37.413613	38.695118	36.585613	24.841848	34.037419	31.095498	34.591032	35.288436	37.112194	36.202464	41.419419	25.003839	42.485806	31.38564	40.763806	35.41564	33.255161	33.703744	43.985032	34.033081	35.40271	33.867299	48.29129	25.907915	48.40929	24.874834	44.579806	24.971706	45.970774	25.525735	50.868065	25.641517	49.555161	24.531659	52.577032	25.293555	48.421097	23.907109	46.336194	23.957962	50.568194	24.308815	42.219032	22.290711	45.311226	22.432227	48.55129	22.289384	52.098581	22.687725	55.270194	23.55	45.044323	20.989905	48.623548	20.897773	52.611161	21.64128	47.466516	39.375924
Thomas Henry Huxley (1825 - 1895)	http://www.bbc.co.uk/staticarchive/86fd787b46b40e2aa7cbfbf9bf9f4184143ff5a1.jpg	36.029412	35.675676	31.636912	47.221027	44.965735	29.522162	28.044706	31.648108	30.396471	38.716432	41.618382	57.041622	24.956176	32.371568	25.501618	35.494649	26.320221	38.403838	27.684338	41.524703	28.978088	44.218216	30.616176	47.116865	32.013015	50.560054	33.528603	53.674595	36.341691	55.887027	63.520956	26.362649	64.613971	30.885243	65.418603	35.101081	66.064044	39.895892	65.421324	44.621189	62.719632	48.882432	58.118382	52.810324	53.202279	55.591351	47.648897	56.826486	28.488015	33.080595	28.270882	32.026378	25.459485	32.356378	26.941103	33.027459	30.399265	32.559243	28.490956	31.609189	31.72625	31.704324	27.77875	30.900919	26.197353	31.343568	29.820809	31.246378	22.816691	29.835892	23.752059	29.395027	26.195441	29.166432	28.95875	28.854108	30.949044	28.603243	22.928015	27.793135	25.360662	27.437568	28.570662	27.458973	31.775368	47.114432	37.4425	48.46427	35.107868	46.970216	33.196765	48.149459	36.392647	48.706649	41.847647	45.93827	44.374779	46.568162	40.700809	47.954811	37.087132	46.955081	46.216471	44.795081	36.366176	46.750649	34.067059	45.576054	32.873088	46.389243	34.729265	46.993838	37.700882	45.061676	42.086029	44.747297	41.411985	45.734541	35.903603	45.743027	32.529632	31.686378	29.968897	37.250811	31.957721	41.270919	34.327941	41.023027	36.897721	30.887243	39.073382	36.668865	37.812206	40.770324	30.135809	40.163459	41.185882	39.576	30.630074	38.676541	45.681397	30.588324	45.330441	29.458486	41.286765	30.441946	43.017059	30.562649	48.25	29.823243	45.418603	29.11773	50.193088	28.693514	44.736838	28.554973	42.728382	28.811459	47.56875	28.410324	35.705956	27.664216	39.560074	27.35227	43.38	26.567946	48.128088	26.109838	51.831985	26.018108	38.654265	25.616054	42.585	24.633189	47.806912	24.532324	47.246176	44.585622
Noor Inayat Khan (1914 - 1944)	http://www.bbc.co.uk/staticarchive/bb982ef590cb171cec4357d2f08a828e054df802.jpg	50.735294	32.972973	44.141912	38.621946	59.788235	25.623514	43.017426	26.813243	52.302868	33.252595	53.106985	47.364	33.754412	28.095027	33.877868	31.140054	34.709044	33.936216	35.460074	36.674703	36.275147	39.441568	38.131176	41.950216	40.551176	44.193081	44.179559	45.851405	48.031103	47.320054	68.564265	25.344216	68.522353	28.362865	68.255074	31.340486	68.000515	34.294973	67.388603	37.514757	66.203015	40.565351	63.840441	43.032378	60.868235	45.175838	57.261471	46.758703	43.166985	27.895081	43.025	26.688541	39.259706	27.255135	41.180809	27.625243	45.082059	27.502162	43.19	26.498541	47.010221	26.969838	42.849118	25.424865	40.893971	25.911784	44.977206	25.772108	36.046103	24.486324	38.934265	23.909568	41.546691	23.682	44.083676	23.858703	46.398824	24.003676	38.675662	23.051459	41.417206	22.826432	44.331324	22.784865	44.527353	38.686649	51.744338	40.984432	48.135441	39.223568	46.411029	40.035946	48.778456	40.91373	55.058824	38.940378	57.013971	39.451838	54.153897	40.381351	51.869632	39.165027	58.625441	38.059514	52.217941	39.101135	50.474559	37.65827	47.181029	38.135838	48.3	38.876162	53.490221	37.544919	56.179412	37.73573	55.484926	38.720757	52.213015	37.862541	48.50875	26.848216	48.066544	31.882324	49.42125	35.313351	52.212353	35.490595	53.164559	26.586216	54.638309	31.291189	54.480441	34.944108	46.820882	34.476486	56.369412	33.936541	51.730441	33.438162	59.500735	26.781081	59.210147	25.608919	55.426029	26.255676	57.148162	26.684811	61.511103	26.244054	59.028456	25.493946	62.691544	25.632757	58.903015	24.447351	57.179706	24.857027	61.018382	24.639351	54.232941	22.754649	56.468603	22.071405	58.790441	21.385838	61.544485	20.946108	64.162721	21.568595	56.157647	21.233946	58.698162	20.403459	61.712353	20.554432	59.014926	37.883676
